nafn,start_time,percent_completed,est_finish_time,started,finished,upphaf,fjoldi,id
Ungduro Ísafjörður 2024 - Ungdúró Ísafjörður - Styttri - Heildarúrslit / Overall,11:00,90,16:00,10,9,2024-10-17 11:00:00,10,186
5VH Trail Run 2024 - 5VH Trail Run - Heildarúrslit / Overall,09:00,100,16:00,215,215,2024-10-17 09:00:00,215,187
Grefillinn 2024 - Grefillinn - 200 km - Heildarúrslit / Overall,07:00,100,21:00,59,59,2024-10-17 07:00:00,59,188
Grefillinn 2024 - Grefillinn - 100 km - Heildarúrslit / Overall,10:00,100,21:00,61,61,2024-10-17 10:00:00,61,189
Jökulsárhlaup 2024 - 13 KM: HLJÓÐAKLETTAR - ÁSBYRGI - Heildarúrslit / Overall,12:30,100,16:00,78,78,2024-10-17 12:30:00,78,190
"Jökulsárhlaup 2024 - 21,2 KM: HÓLMATUNGUR - ÁSBYRGI - Heildarúrslit / Overall",11:30,100,16:00,51,51,2024-10-17 11:30:00,51,191
"Jökulsárhlaup 2024 - 32,7 KM: DETTIFOSS - ÁSBYRGI - Heildarúrslit / Overall",10:30,100,16:00,87,87,2024-10-17 10:30:00,87,192
Brúarhlaupið 2024 - 10 KM hlaup - Heildarúrslit / Overall,11:30,100,13:00,98,98,2024-10-17 11:30:00,98,193
Brúarhlaupið 2024 - 5 KM hlaup - Heildarúrslit / Overall,12:00,100,13:00,138,137,2024-10-17 12:00:00,138,194
Brúarhlaupið 2024 - 5 KM hjólreiðar - Heildarúrslit / Overall,11:00,99,12:00,65,64,2024-10-17 11:00:00,65,195
Enduro Ísafjörður 2024 - Enduró Ísafjörður - Heildarúrslit / Overall,10:00,0,18:00,33,0,2024-10-17 10:00:00,33,196
Vatnsmýrarhlaupið 2024 - 5 KM hlaup - Heildarúrslit / Overall,20:00,100,21:30,202,202,2024-10-17 20:00:00,202,197
Unglingalandsmót: Fjallahjólreiðar - XC: 15-18 ára - Heildarúrslit / Overall,12:00,0,14:00,3,0,2024-10-17 12:00:00,3,198
Unglingalandsmót: Fjallahjólreiðar - XC: 11-14 ára - Heildarúrslit / Overall,11:00,0,12:00,15,0,2024-10-17 11:00:00,15,199
Súlur Vertical 2024 - Gyðjan - 100 KM - Heildarúrslit / Overall,21:00,100,18:00,29,29,2024-10-17 21:00:00,29,200
Tindahlaup Mosfellsbæjar 2019 - 5 tindar (35 km),09:00,100,14:00,26,26,2024-10-17 09:00:00,26,201
Tindahlaup Mosfellsbæjar 2019 - 7 tindar (37 km),09:00,100,15:00,25,25,2024-10-17 09:00:00,25,202
Tindahlaup Mosfellsbæjar 2019 - 1 tindur (12 km),11:00,100,13:00,108,108,2024-10-17 11:00:00,108,203
Tindahlaup Mosfellsbæjar 2019 - 3 tindar (19 km),11:00,100,14:00,119,119,2024-10-17 11:00:00,119,204
Ofursprettþraut 2XU og 3N - 2019 - Sprettþraut,09:00,100,10:00,22,22,2024-10-17 09:00:00,22,205
Ofursprettþraut 2XU og 3N - 2019 - Sprettþraut (Byrjendaflokkur),09:00,100,10:00,9,9,2024-10-17 09:00:00,9,206
KIA Gullhringurinn 2019 - KIA Gullhringurinn 106 km,16:00,100,21:00,93,93,2024-10-17 16:00:00,93,207
KIA Gullhringurinn 2019 - KIA Silfurhringurinn 60 km,16:00,100,21:00,282,282,2024-10-17 16:00:00,282,208
KIA Gullhringurinn 2019 - KIA Bronshringurinn 48 km,16:00,100,21:00,32,32,2024-10-17 16:00:00,32,209
Fellahringurinn 2019 - Litli Hringur - 15 KM,19:00,100,21:00,29,29,2024-10-17 19:00:00,29,210
Fellahringurinn 2019 - Stóri Hringur - 29 KM,19:00,100,21:00,96,96,2024-10-17 19:00:00,96,211
Fossvogshlaup Hleðslu 2019 - 5 KM,19:00,100,20:00,467,467,2024-10-17 19:00:00,467,212
Fossvogshlaup Hleðslu 2019 - 10 KM,19:00,100,20:30,204,204,2024-10-17 19:00:00,204,213
Reykjavíkurmaraþon Íslandsbanka 2019 - Marathon - /,08:40,100,16:10,1184,1184,2024-10-17 08:40:00,1184,214
Brúarhlaupið 2019 - 5 KM hjólreiðar,11:00,100,13:00,110,110,2024-10-17 11:00:00,110,215
Brúarhlaupið 2019 - 10 KM hlaup,11:30,100,13:00,104,103,2024-10-17 11:30:00,104,216
Brúarhlaupið 2019 - 2.8 KM hlaup,11:30,100,13:00,24,24,2024-10-17 11:30:00,24,217
Brúarhlaupið 2019 - 5 KM hlaup,12:00,100,13:00,83,83,2024-10-17 12:00:00,83,218
"Jökulsárhlaup 2019 - 32,7 KM: DETTIFOSS - ÁSBYRGI",11:00,100,16:00,218,218,2024-10-17 11:00:00,218,219
"Jökulsárhlaup 2019 - 21,2 KM: HÓLMATUNGUR - ÁSBYRGI",12:00,100,16:00,61,61,2024-10-17 12:00:00,61,220
"Jökulsárhlaup 2019 - 21,2 KM: HÓLMATUNGUR - ÁSBYRGI",12:00,100,16:00,61,61,2024-10-17 12:00:00,61,221
Jökulsárhlaup 2019 - 13 KM: HLJÓÐAKLETTAR - ÁSBYRGI,13:00,100,16:00,57,57,2024-10-17 13:00:00,57,222
Tour de Ormurinn 2019 - 103 KM,09:00,100,13:00,5,5,2024-10-17 09:00:00,5,223
Tour de Ormurinn 2019 - 68 KM,09:00,100,13:00,28,28,2024-10-17 09:00:00,28,224
Tour de Ormurinn 2019 - 68 KM (Liðakeppni),09:00,100,13:00,2,2,2024-10-17 09:00:00,2,225
ULM 2019: Götuhjólreiðar - Götuhjólreiðar: 10 km,09:00,100,12:00,22,22,2024-10-17 09:00:00,22,226
ULM 2019: Götuhjólreiðar - Götuhjólreiðar: 20 km,09:00,100,12:00,2,2,2024-10-17 09:00:00,2,227
Barðsneshlaupið 2019 - Barðsneshlaup (27 KM),10:00,100,15:00,18,18,2024-10-17 10:00:00,18,228
Barðsneshlaupið 2019 - Hellisfjarðarhlaup (13 KM),11:00,100,15:00,36,36,2024-10-17 11:00:00,36,229
Súlur Vertical 2019 - Súlur vertical: 18KM,11:00,100,14:00,63,63,2024-10-17 11:00:00,63,230
Súlur Vertical 2019 - Súlur vertical: 28KM,11:00,100,16:00,53,53,2024-10-17 11:00:00,53,231
Ljósanæturhlaup Lífsstíls 2022 - 7 KM hlaup - Heildarúrslit / Overall,18:35,100,20:00,27,27,2024-10-17 18:35:00,27,232
Ljósanæturhlaup Lífsstíls 2022 - 10 KM hlaup - Heildarúrslit / Overall,18:30,100,20:00,38,38,2024-10-17 18:30:00,38,233
Íslandsmót í criterium 2022 - U13 / U15 - Heildarúrslit / Overall,10:00,0,10:35,5,0,2024-10-17 10:00:00,5,234
Íslandsmót í criterium 2022 - Ráshópur 2 - Karlar / Male,10:45,0,11:35,16,0,2024-10-17 10:45:00,16,235
Íslandsmót í criterium 2022 - Ráshópur 3 - Konur / Female,11:45,0,12:50,12,0,2024-10-17 11:45:00,12,236
Tindahlaup Mosfellsbæjar 2022 - 7 tindar (37 km) - Heildarúrslit / Overall,09:00,100,16:00,49,49,2024-10-17 09:00:00,49,237
Tindahlaup Mosfellsbæjar 2022 - 5 tindar (35 km) - Heildarúrslit / Overall,09:00,100,16:00,35,35,2024-10-17 09:00:00,35,238
Tindahlaup Mosfellsbæjar 2022 - 1 tindur (12 km) - Heildarúrslit / Overall,11:00,100,16:00,106,106,2024-10-17 11:00:00,106,239
Ofursprettþraut 3N - 2022 - Bikarkeppni Almennur Flokkur - Heildarúrslit / Overall,09:00,100,10:00,25,25,2024-10-17 09:00:00,25,240
Ofursprettþraut 3N - 2022 - Bikarkeppni Byrjendaflokkur - Heildarúrslit / Overall,09:00,100,10:00,11,11,2024-10-17 09:00:00,11,241
Landsnet MTB 2022 - Landsnet MTB - Heildarúrslit,13:35,100,17:00,38,38,2024-10-17 13:35:00,38,242
Landsnet MTB 2022 - Landsnet MTB Skemmtiflokkur - Heildarúrslit,13:55,100,17:00,7,7,2024-10-17 13:55:00,7,243
Landsnet MTB 2022 - Landsnet MTB - Rafhjólaflokkur - Heildarúrslit,13:30,100,17:00,3,3,2024-10-17 13:30:00,3,244
Fellahringurinn 2022 - Litli Fellahringurinn - 15km - Heildarúrslit / Overall,19:00,95,21:00,19,18,2024-10-17 19:00:00,19,245
Fellahringurinn 2022 - Stóri Fellahringurinn - 30km - Heildarúrslit / Overall,19:00,100,21:00,44,44,2024-10-17 19:00:00,44,246
Fellahringurinn 2022 - Rafmagnshjól: Stóri Fellahringurinn - 30km - Heildarúrslit / Overall,19:00,72,21:00,7,5,2024-10-17 19:00:00,7,247
Hundahlaupið 2022 - 5 KM - Heildarúrslit / Overall,18:00,100,19:30,43,43,2024-10-17 18:00:00,43,248
DH Skálafell bike park 2022 - DH Skálafell bike park - Heildarúrslit / Overall,13:00,100,16:00,67,67,2024-10-17 13:00:00,67,249
Grefillinn 2022 - Grefillinn - 200 km - Heildarúrslit / Overall,09:00,99,21:00,51,50,2024-10-17 09:00:00,51,250
Grefillinn 2022 - Grefillinn - 100 km - Heildarúrslit / Overall,09:10,99,21:00,78,77,2024-10-17 09:10:00,78,251
Criterium bikarmót - 2 - Ráshópur 2 - Konur / Female,19:20,0,19:55,8,0,2024-10-17 19:20:00,8,252
Criterium bikarmót - 2 - Ráshópur 3 - Karlar / Male,19:55,0,20:30,15,0,2024-10-17 19:55:00,15,253
Tour de Ormurinn 2022 - 68 km - Heildarúrslit / Overall,09:00,100,15:00,35,35,2024-10-17 09:00:00,35,254
Tour de Ormurinn 2022 - 68 km (Liðakeppni) - Heildarúrslit / Overall,09:00,100,15:00,2,2,2024-10-17 09:00:00,2,255
Tour de Ormurinn 2022 - 103 KM - Heildarúrslit / Overall,09:00,100,15:00,8,8,2024-10-17 09:00:00,8,256
Trékyllisheiðin 2022 - Lengra hlaupið (48 km) - Heildarúrslit / Overall,10:00,100,18:00,7,7,2024-10-17 10:00:00,7,257
"Trékyllisheiðin 2022 - Styttra hlaupið (16,5 km) - Heildarúrslit / Overall",13:00,100,17:00,32,32,2024-10-17 13:00:00,32,258
5VH Trail Run 2022 - 5VH Trail Run - Heildarúrslit / Overall,09:00,100,16:00,121,121,2024-10-17 09:00:00,121,259
Enduro Ísafjörður 2022 - Enduró Ísafjörður - Heildarúrslit / Overall,16:00,95,17:00,60,57,2024-10-17 16:00:00,60,260
Stelpuhringur Akureyrardætra og Útisport 2022 - Stelpuhringurinn - Konur / Female,18:00,100,22:00,30,30,2024-10-17 18:00:00,30,261
Stelpuhringur Akureyrardætra og Útisport 2022 - Stelpuhringurinn (Rafmagn) - Konur / Female,18:00,100,22:00,7,7,2024-10-17 18:00:00,7,262
Austur Ultra 2022 - Austur Ultra 53 - Heildarúrslit / Overall,09:00,100,19:00,9,9,2024-10-17 09:00:00,9,263
Austur Ultra 2022 - Austur Ultra 18 - Heildarúrslit / Overall,12:30,99,19:00,62,61,2024-10-17 12:30:00,62,264
Austur Ultra 2022 - Austur Ultra 9 - Heildarúrslit / Overall,13:30,100,19:00,39,39,2024-10-17 13:30:00,39,265
Brúarhlaupið 2022 - 10 KM hlaup - Heildarúrslit / Overall,11:30,100,13:00,80,80,2024-10-17 11:30:00,80,266
Brúarhlaupið 2022 - 5 KM hlaup - Heildarúrslit / Overall,12:00,100,13:00,57,57,2024-10-17 12:00:00,57,267
Brúarhlaupið 2022 - 3 KM skemmtiskokk - Heildarúrslit / Overall,11:30,100,12:30,25,25,2024-10-17 11:30:00,25,268
Brúarhlaupið 2022 - 5 KM hjólreiðar - Heildarúrslit / Overall,11:00,100,12:00,65,65,2024-10-17 11:00:00,65,269
"Jökulsárhlaup 2022 - 21,2 KM: HÓLMATUNGUR - ÁSBYRGI - Heildarúrslit / Overall",12:00,100,16:00,55,55,2024-10-17 12:00:00,55,270
Pósthlaupið 2022 - 7 KM - Heildarúrslit / Overall,13:30,100,15:00,21,21,2024-10-17 13:30:00,21,271
Pósthlaupið 2022 - 26 KM - Heildarúrslit / Overall,11:30,98,17:00,36,35,2024-10-17 11:30:00,36,272
Pósthlaupið 2022 - 50 KM - Heildarúrslit / Overall,09:00,90,17:00,10,9,2024-10-17 09:00:00,10,273
Castelli Classic RR 2022 - 84.5 km - 5 hringir - Heildarúrslit / Overall,12:00,100,18:00,22,22,2024-10-17 12:00:00,22,274
Castelli Classic RR 2022 - 101.4 km - 6 hringir - Heildarúrslit / Overall,11:30,100,18:00,16,16,2024-10-17 11:30:00,16,275
Castelli Classic RR 2022 - 67.9 km - 4 hringir - Heildarúrslit / Overall,09:00,100,11:00,16,16,2024-10-17 09:00:00,16,276
Castelli Classic RR 2022 - 50.7 km - 3 hringir - Heildarúrslit / Overall,09:08,100,11:00,4,4,2024-10-17 09:08:00,4,277
Castelli Classic RR 2022 - 16.9 km - 1 hringur - Heildarúrslit / Overall,09:10,100,11:00,2,2,2024-10-17 09:10:00,2,278
Castelli Classic RR 2022 - 33.8 km - 2 hringir - Heildarúrslit / Overall,09:10,100,11:00,3,3,2024-10-17 09:10:00,3,279
Vatnsmýrarhlaupið 2022 - 5 KM hlaup - Heildarúrslit / Overall,20:00,100,21:00,123,123,2024-10-17 20:00:00,123,280
Castelli Classic TT 2022 - Castelli Classic TT: 22 KM - Heildarúrslit,19:00,100,21:00,30,30,2024-10-17 19:00:00,30,281
Ljósanæturhlaup Lífsstíls 2018 - 3 km skemmtiskokk,19:00,100,19:30,36,36,2024-10-17 19:00:00,36,282
Ljósanæturhlaup Lífsstíls 2018 - 7 km hlaup,19:00,100,20:00,49,49,2024-10-17 19:00:00,49,283
Tindahlaup Mosfellsbæjar 2018 - 7 tindar (37 km),09:00,100,15:00,19,19,2024-10-17 09:00:00,19,284
Tindahlaup Mosfellsbæjar 2018 - 5 tindar (35 km),09:00,100,14:00,16,16,2024-10-17 09:00:00,16,285
Tindahlaup Mosfellsbæjar 2018 - 3 tindar (19 km),11:00,100,14:00,68,68,2024-10-17 11:00:00,68,286
Tindahlaup Mosfellsbæjar 2018 - 1 tindur (12 km),11:00,100,13:00,81,81,2024-10-17 11:00:00,81,287
Fellahringurinn 2018 - Litli Hringur - 15 KM,09:00,100,13:00,31,31,2024-10-17 09:00:00,31,288
Fellahringurinn 2018 - Stóri Hringur - 29 KM,09:00,97,13:00,98,95,2024-10-17 09:00:00,98,289
Fossvogshlaup Hleðslu 2018 - 10 KM,19:00,100,20:30,137,137,2024-10-17 19:00:00,137,290
Fossvogshlaup Hleðslu 2018 - 5 KM,19:00,100,20:30,395,395,2024-10-17 19:00:00,395,291
Jökulsárhlaup 2018 - 13 KM: HLJÓÐAKLETTAR - ÁSBYRGI,10:00,100,23:00,59,59,2024-10-17 10:00:00,59,292
"Jökulsárhlaup 2018 - 21,2 KM: HÓLMATUNGUR - ÁSBYRGI",10:00,100,23:00,61,61,2024-10-17 10:00:00,61,293
"Jökulsárhlaup 2018 - 32,7 KM: DETTIFOSS - ÁSBYRGI",10:00,100,18:00,203,203,2024-10-17 10:00:00,203,294
Brúarhlaup á Selfossi 2018 - 10 KM hlaup,12:00,100,13:00,72,72,2024-10-17 12:00:00,72,295
Brúarhlaup á Selfossi 2018 - 2.8 KM hlaup,12:00,97,13:00,33,32,2024-10-17 12:00:00,33,296
Brúarhlaup á Selfossi 2018 - 5 KM hlaup,12:00,100,13:00,57,57,2024-10-17 12:00:00,57,297
Tour de Ormurinn 2018 - 103 KM,09:00,100,13:00,10,10,2024-10-17 09:00:00,10,298
Tour de Ormurinn 2018 - 68 KM,09:00,100,13:00,37,37,2024-10-17 09:00:00,37,299
Tour de Ormurinn 2018 - Liðakeppni (samtals 68 KM),09:00,100,13:00,5,5,2024-10-17 09:00:00,5,300
ULM 2018: Götuhjólamót - 21 KM (15-18 ára),09:00,100,10:00,5,5,2024-10-17 09:00:00,5,301
ULM 2018: Götuhjólamót - 9 KM (11-14 ára),10:00,100,11:00,14,14,2024-10-17 10:00:00,14,302
Barðsneshlaupið 2018 - Barðsneshlaup (27 KM),10:00,100,15:00,37,37,2024-10-17 10:00:00,37,303
Barðsneshlaupið 2018 - Hellisfjarðarhlaup (13 KM),11:00,100,14:00,29,29,2024-10-17 11:00:00,29,304
4. Stigamót í Downhill - Öskjuhlíð - Öskjuhlíð DH - Heildarúrslit,13:00,100,15:00,35,35,2024-10-17 13:00:00,35,305
Íslandsmót í Criterium 2020 - A-Flokkur Kvenna (Elite) - Heildarúrslit,12:20,100,13:25,4,4,2024-10-17 12:20:00,4,306
Íslandsmót í Criterium 2020 - A-Flokkur Karla (Elite) - Heildarúrslit,13:30,100,14:35,15,15,2024-10-17 13:30:00,15,307
Íslandsmót í Criterium 2020 - U13 - Heildarúrslit,10:00,0,10:25,8,0,2024-10-17 10:00:00,8,308
Íslandsmót í Criterium 2020 - Junior / U17 / U15 Stúlkur - Heildarúrslit,10:40,100,11:25,5,5,2024-10-17 10:40:00,5,309
Íslandsmót í Criterium 2020 - Junior / U17 / U15 Strákar - Heildarúrslit,11:30,72,12:15,7,5,2024-10-17 11:30:00,7,310
Íslandsmót í Criterium 2020 - Master Karla - Heildarúrslit,10:40,75,11:25,8,6,2024-10-17 10:40:00,8,311
Íslandsmót í Criterium 2020 - Master Kvenna - Heildarúrslit,11:30,58,12:15,7,4,2024-10-17 11:30:00,7,312
Íslandsmót í Criterium 2020 - B-flokkur Karla (RR) - Heildarúrslit,10:40,40,11:25,5,2,2024-10-17 10:40:00,5,313
Íslandsmót í Criterium 2020 - B-flokkur Kvenna (RR) - Heildarúrslit,11:30,100,12:15,1,1,2024-10-17 11:30:00,1,314
Íslandsmótið í götuhjólreiðum 2020 - 156 KM - Heildarúrslit,09:00,100,14:00,19,19,2024-10-17 09:00:00,19,315
Íslandsmótið í götuhjólreiðum 2020 - 132 KM - Heildarúrslit,09:00,98,14:00,42,41,2024-10-17 09:00:00,42,316
Íslandsmótið í götuhjólreiðum 2020 - 88 KM - Heildarúrslit,09:00,100,14:00,16,16,2024-10-17 09:00:00,16,317
Íslandsmótið í götuhjólreiðum 2020 - 58 KM - Heildarúrslit,09:00,100,14:00,2,2,2024-10-17 09:00:00,2,318
Laugaskokk 105 & 1/2  mitt eigið maraþon - Laugaskokk 105 & 1/2 - Heildarúrslit,09:00,100,14:00,16,16,2024-10-17 09:00:00,16,319
Laugaskokk 105 & 1/2  mitt eigið maraþon - Laugaskokk 105 & 1/2 (allir hringir) - Heildarúrslit99 ára og yngri,09:00,100,14:00,16,16,2024-10-17 09:00:00,16,320
"Sjálandshlaupið 2020 - Maraþon (42,2K) - Heildarúrslit",08:00,100,14:00,4,4,2024-10-17 08:00:00,4,321
"Sjálandshlaupið 2020 - Hálfmaraþon (21,1K) - Heildarúrslit",09:00,97,13:00,26,25,2024-10-17 09:00:00,26,322
"Sjálandshlaupið 2020 - Hálfmaraþon (21,1K) - Heildarúrslit",09:00,97,13:00,26,25,2024-10-17 09:00:00,26,323
Liðatímataka (TTT) Íslandsmót 2020 - Liðatímataka (TTT) - Heildarúrslit99 ára og yngri,19:00,100,21:00,44,44,2024-10-17 19:00:00,44,324
Íslandsmótið í Tímatöku 2020 - A-Flokkur Karla (Elite) - Karlar 18 ára og eldri,19:00,100,21:00,8,8,2024-10-17 19:00:00,8,325
Íslandsmótið í Tímatöku 2020 - A-Flokkur Kvenna (Elite) - Konur 18 ára og eldri,19:00,100,21:00,5,5,2024-10-17 19:00:00,5,326
Íslandsmótið í Tímatöku 2020 - Junior - Heildarúrslit,19:00,100,21:00,6,6,2024-10-17 19:00:00,6,327
Íslandsmótið í Tímatöku 2020 - Yngri flokkar - Heildarúrslit,19:00,100,21:00,4,4,2024-10-17 19:00:00,4,328
Íslandsmótið í Tímatöku 2020 - Master Karla - Heildarúrslit,19:00,100,21:00,15,15,2024-10-17 19:00:00,15,329
Íslandsmótið í Tímatöku 2020 - Master Kvenna - Heildarúrslit,19:00,100,21:00,9,9,2024-10-17 19:00:00,9,330
Íslandsmótið í Tímatöku 2020 - Götuhjól Karla - Karlar 99 ára og yngri,19:00,100,21:00,4,4,2024-10-17 19:00:00,4,331
7. Stigamót í Criterium 2020 - A-Flokkur Kvenna (Elite) - Konur 18 ára og eldri,19:30,0,20:00,3,0,2024-10-17 19:30:00,3,332
7. Stigamót í Criterium 2020 - A-Flokkur Karla (Elite) - Karlar 18 ára og eldri,20:00,0,20:40,11,0,2024-10-17 20:00:00,11,333
7. Stigamót í Criterium 2020 - Junior Strákar - Karlar 17 ára til 18 ára,19:00,0,19:30,2,0,2024-10-17 19:00:00,2,334
7. Stigamót í Criterium 2020 - Yngri flokkar - Heildarúrslit,19:00,0,19:30,5,0,2024-10-17 19:00:00,5,335
7. Stigamót í Criterium 2020 - Master Karla - Heildarúrslit,19:30,0,20:00,6,0,2024-10-17 19:30:00,6,336
7. Stigamót í Criterium 2020 - B-flokkur Karla (RR) - Karlar 99 ára og yngri,19:30,0,20:00,6,0,2024-10-17 19:30:00,6,337
3. stigamót í TT  2020 - A-Flokkur Karla (Elite) - Karlar 18 ára og eldri,19:00,100,21:00,5,5,2024-10-17 19:00:00,5,338
3. stigamót í TT  2020 - A-Flokkur Kvenna (Elite) - Konur 18 ára og eldri,19:00,67,21:00,3,2,2024-10-17 19:00:00,3,339
3. stigamót í TT  2020 - Yngri flokkar - Heildarúrslit,19:00,100,21:00,9,9,2024-10-17 19:00:00,9,340
3. stigamót í TT  2020 - Master Karla - Heildarúrslit,19:00,100,21:00,8,8,2024-10-17 19:00:00,8,341
3. stigamót í TT  2020 - Master Kvenna - Heildarúrslit,19:00,100,21:00,6,6,2024-10-17 19:00:00,6,342
3. stigamót í TT  2020 - B-flokkur Karla (RR) - Karlar 99 ára og yngri,19:00,100,21:00,7,7,2024-10-17 19:00:00,7,343
3. stigamót í TT  2020 - B-flokkur Kvenna (RR) - Konur 99 ára og yngri,19:00,100,21:00,3,3,2024-10-17 19:00:00,3,344
3. stigamót í TT  2020 - Götuhjól Karla - Karlar 99 ára og yngri,19:00,100,21:00,2,2,2024-10-17 19:00:00,2,345
Skálafell DH 2020 - Skálafell DH - Heildarúrslit,13:00,100,15:00,71,71,2024-10-17 13:00:00,71,346
